WormBase Id,Public Name,stage_4_cell,stage_E_div,stage_4_AB_div,stage_5_AB_div,stage_6_AB_div,stage_7_AB_div,stage_VE,stage_CS,stage_Mov,stage_L1
WBGene00004363,ric-3,1.3327,1.8333,1.4416,1.294,1.7713,2.0188,3.0636,4.2573,4.5259,4.0109
WBGene00004364,ric-4,3.1781,3.4552,3.0832,2.7768,2.5395,2.5759,2.8087,4.0195,4.654,4.7858
WBGene00004367,ric-8,4.364,4.5473,4.3892,4.0399,3.856,4.222,4.4103,4.391,4.1515,3.7689
WBGene00009245,rict-1,4.8516,4.9726,4.5992,3.7307,3.7338,4.1598,4.233,4.1477,3.7663,4.1955
WBGene00004369,rig-1,0.7136,2.312,2.1081,1.7368,1.642,1.7201,2.1307,2.0803,2.2518,1.7041
WBGene00004370,rig-3,1.4767,1.7208,1.9986,1.6969,2.5674,2.94,3.7971,4.2116,4.4349,3.8045
WBGene00004371,rig-4,4.5897,4.5594,3.7801,3.3245,3.5682,4.3169,4.6259,4.6337,4.6688,4.1752
WBGene00004372,rig-5,0.61853,2.3,2.3063,2.6003,2.8004,3.5126,4.5435,4.6064,4.4934,2.8709
WBGene00016354,rig-6,1.3593,1.0764,2.0839,2.845,2.0138,2.482,4.4397,4.7632,4.8625,4.3153
WBGene00008262,ril-1,5.3327,5.2913,5.2899,5.2658,5.2269,5.2056,5.1419,5.1783,5.1208,5.2868
WBGene00007586,ril-2,4.2315,4.3722,3.8914,3.4291,3.6117,3.8748,3.9864,3.8353,3.3241,3.8429
WBGene00019698,riok-1,3.5415,3.6894,3.339,3.0241,2.9447,3.0013,3.4416,3.6072,3.4989,3.3737
WBGene00013688,riok-2,3.2227,3.6586,3.1826,2.489,2.7718,2.7725,2.9471,2.7211,2.2337,2.3886
WBGene00014012,riok-3,4.9272,5.0088,4.8379,4.3667,4.6138,4.858,4.9772,4.9281,4.8124,4.6814
WBGene00004409,rla-1,5.1317,5.1207,5.1396,5.1295,5.1852,5.2203,5.2758,5.3171,5.2421,5.3964
WBGene00004410,rla-2,5.1782,5.1143,5.1553,5.1805,5.2066,5.2417,5.2692,5.2957,5.2584,5.3615
WBGene00011970,rlbp-1,2.8733,2.8922,2.6429,2.3086,2.6082,2.8994,3.0407,2.908,2.9291,2.8727
WBGene00010923,rle-1,2.4664,2.6768,2.4492,2.4481,2.582,2.6567,2.6562,2.4424,2.6921,2.405
WBGene00011501,rmd-1,5.2931,5.0839,4.8861,4.4661,4.0723,4.0952,2.4657,2.0615,2.3094,2.1588
WBGene00007786,rmd-2,5.2794,5.2089,5.1835,5.1601,5.238,5.3312,5.2209,5.179,4.9913,5.1308
WBGene00007190,rmd-3,0.61245,1.6067,1.3252,0.69884,0.51463,0.51506,0.90288,1.5951,2.3324,2.2586
WBGene00020711,rmd-5,0.85839,2.84,2.3866,1.2562,0.29288,0.4722,0.41166,0.58831,1.3783,2.0547
WBGene00004373,rme-1,4.5204,4.2381,3.965,3.8634,4.0703,4.2953,4.5231,4.4743,4.5422,4.219
WBGene00004374,rme-2,3.7946,2.9212,2.2833,1.7597,1.644,1.1763,1.0288,1.456,1.4921,1.2605
WBGene00004375,rme-4,2.347,2.8284,2.4032,2.0877,2.571,2.37,2.3811,2.0209,2.3236,2.1386
WBGene00004377,rme-6,5.0694,5.0891,4.8881,4.7082,4.8519,5.0401,5.0776,5.0426,4.8944,4.7585
WBGene00004378,rme-8,4.0452,4.2545,3.8633,3.6758,3.6754,3.9768,3.8253,3.6169,3.5962,3.8126
WBGene00008860,rmo-1,5.0882,4.7995,4.6771,4.4378,4.3911,4.5241,4.7083,4.8591,4.8066,4.9032
WBGene00004380,rnf-1,5.1641,5.0897,4.9824,4.7879,4.6262,4.6364,4.221,4.199,3.78,3.7082
WBGene00010476,rnf-113,5.0303,4.8559,4.6176,4.7025,4.8813,4.8995,4.8189,4.7646,4.3919,4.4676
WBGene00007626,rnf-121,4.451,3.9551,3.58,3.4593,3.8006,4.2406,4.5128,4.4966,4.2092,3.9482
WBGene00004381,rnf-5,5.1902,5.0298,4.7477,4.4743,4.5668,4.7663,4.8776,4.9255,4.83,4.6075
WBGene00004382,rnh-1.0,4.8836,4.9725,4.9604,4.8986,4.7868,4.8712,4.9297,4.9009,4.6896,4.5617
WBGene00022888,rnh-1.1,1.5825,1.5066,1.4789,1.1475,1.1497,1.1424,1.2718,1.384,1.5583,1.6372
WBGene00014163,rnh-1.2,1.1146,2.3625,2.5198,2.3559,2.9321,3.1884,2.2569,1.6927,1.0526,0.98822
WBGene00007303,rnh-1.3,1.4429,1.7241,1.5879,1.7735,1.9507,2.1537,2.4239,2.2314,2.1765,2.9248
WBGene00004383,rnh-2,4.8926,4.9445,4.8433,4.4755,4.5074,4.6487,4.4014,4.2584,3.6566,3.8907
WBGene00004384,rnp-1,4.7864,4.7699,4.3344,3.5531,3.5852,4.2218,4.2909,4.2131,4.0131,3.782
WBGene00004385,rnp-2,5.2912,5.2591,5.2239,5.1878,5.3048,5.3952,5.2671,5.2539,5.0963,4.9148
WBGene00004386,rnp-3,4.9085,4.837,4.8379,4.7765,4.8172,4.9349,4.807,4.6803,4.4588,4.368
WBGene00004387,rnp-4,5.3613,5.3221,5.3309,5.2396,5.2079,5.3199,5.3024,5.2677,5.1394,5.0636
WBGene00004388,rnp-5,5.025,5.0984,5.0468,5.0231,4.9792,5.0033,4.9298,4.8088,4.587,4.4543
WBGene00004389,rnp-6,4.8418,4.9737,4.8429,4.8306,4.6496,4.7848,4.7441,4.7575,4.4563,4.3561
WBGene00004390,rnp-7,4.4225,4.5597,4.4235,4.2313,4.1914,4.3367,4.4117,4.3124,3.7272,3.8462
WBGene00020091,rnp-8,3.721,3.2401,2.7412,2.3068,2.1923,2.1934,1.9075,1.7804,1.6898,1.7541
WBGene00004391,rnr-1,5.2954,5.2917,5.2523,5.2737,5.2792,5.3258,4.9884,4.9211,4.761,5.1353
WBGene00004392,rnr-2,5.3423,5.3089,5.2927,5.2241,5.1853,5.0328,4.8225,4.5942,4.2611,4.4779
WBGene00004393,rnt-1,2.3372,3.1288,2.7987,2.5377,2.4913,3.0862,3.7699,4.2763,4.2915,3.621
WBGene00018900,rod-1,4.942,5.0904,4.9232,4.8103,4.7073,4.6505,4.3818,4.1374,3.4078,4.3324
WBGene00018819,rog-1,1.3814,1.6863,1.2149,1.1495,1.0757,0.92891,1.012,0.59108,1.4196,1.1239
WBGene00004394,rol-1,1.2877,1.4661,1.3641,0.99426,1.0026,0.97167,1.2048,1.2844,1.6099,1.5931
WBGene00004395,rol-3,1.9291,2.9757,2.8434,2.7143,2.4732,2.3096,2.524,3.5085,3.7699,3.8862
WBGene00004397,rol-6,2.492,2.3708,2.1955,2.3183,2.3192,2.3866,2.3438,2.4485,2.5999,5.0761
WBGene00004398,rol-8,2.9183,3.5087,3.4096,3.3411,3.8506,4.4026,5.2576,5.2976,5.2788,5.3676
WBGene00004400,rom-1,4.8981,4.7406,4.5225,4.799,4.9051,4.9035,5.036,5.0321,4.6721,4.5208
WBGene00004401,rom-2,1.6441,3.0892,2.8285,2.4896,2.1422,1.7902,1.3321,3.1032,4.4665,4.3672
WBGene00004402,rom-3,0.71022,1.2345,1.5053,0.68892,0.46877,0.63472,1.7723,1.2355,2.3517,2.403
WBGene00004403,rom-4,3.6685,3.8458,3.0822,2.666,2.5444,2.8903,3.1254,3.2097,3.2446,3.1071
WBGene00004404,rom-5,4.9114,4.9351,4.7769,4.6525,4.7828,4.9931,4.7277,4.5607,4.2979,4.4593
WBGene00004405,rop-1,4.818,4.5836,4.2224,3.8818,4.0304,4.126,3.9616,3.9416,4.0745,4.6233
WBGene00004408,rpa-0,4.5753,4.6931,4.6509,4.5557,4.758,4.7041,4.9348,4.9771,4.9894,5.2219
WBGene00017546,rpa-1,5.3322,5.3352,5.3092,5.3009,5.2862,5.2769,5.0992,4.9444,4.492,4.9019
WBGene00019767,rpa-2,5.4051,5.3702,5.384,5.3967,5.3489,5.3618,5.2471,5.1498,4.8083,5.0492
WBGene00021347,rpb-10,5.216,5.1181,5.131,5.1436,5.091,5.1348,5.0739,5.0069,4.8432,4.72
WBGene00012187,rpb-11,5.1438,5.0783,5.0459,4.763,4.6286,4.8569,4.8123,4.7464,4.5612,4.3431
WBGene00009078,rpb-12,4.784,4.7803,4.7885,4.8154,4.6568,4.6776,4.6946,4.7712,4.5426,4.4276
WBGene00016140,rpb-2,4.821,4.9056,4.7255,4.6455,4.6644,4.8173,4.6873,4.586,4.4187,4.5195
WBGene00007971,rpb-3,5.2514,5.2311,5.1443,4.9415,5.0971,5.1739,5.0918,5.0171,4.7845,4.7261
WBGene00018391,rpb-4,5.1868,5.2059,5.1961,5.1804,5.0915,5.0555,5.0055,4.9545,4.7931,4.6034
WBGene00019246,rpb-5,5.0472,5.0287,4.9743,4.6984,4.6921,4.9078,4.8596,4.7886,4.5069,4.5223
WBGene00007355,rpb-6,5.1353,5.1544,5.1564,5.1844,5.1459,5.1483,5.128,5.0869,4.9086,4.7903
WBGene00021845,rpb-7,5.1755,5.1738,5.1754,5.1058,5.0606,5.1737,5.0717,5.002,4.7864,4.6427
WBGene00017830,rpb-8,5.3999,5.3269,5.3593,5.3144,5.2446,5.3251,5.3024,5.2813,5.1118,5.2229
WBGene00022400,rpb-9,5.1098,5.1151,5.0608,4.7976,4.8787,5.0265,4.8739,4.8593,4.7511,4.5979
WBGene00004411,rpc-1,4.9646,4.9573,4.7043,4.5432,4.7172,4.8823,4.7969,4.7247,4.4457,4.6275
WBGene00015101,rpia-1,4.9425,4.9216,4.844,4.7885,4.7701,4.8595,4.6705,4.6296,4.397,4.7707
WBGene00004412,rpl-1,5.0445,5.0964,5.1161,5.1676,5.1789,5.3122,5.356,5.3697,5.3045,5.4207
WBGene00004421,rpl-10,5.2587,5.2527,5.2559,5.2583,5.2757,5.3106,5.3646,5.4065,5.3155,5.462
WBGene00004422,rpl-11.1,5.0936,5.1127,5.0986,5.1098,5.127,5.1073,4.9622,4.9779,4.8635,5.0246
WBGene00004423,rpl-11.2,4.3343,4.5071,4.5107,4.5999,4.8819,5.0443,5.2658,5.3072,5.2468,5.3626
WBGene00004424,rpl-12,5.3779,5.3451,5.3429,5.3601,5.3477,5.3873,5.3435,5.3512,5.2844,5.4213
WBGene00004425,rpl-13,5.0628,5.0667,5.1289,5.1911,5.2452,5.2329,5.3399,5.3421,5.2992,5.3962
WBGene00004426,rpl-14,4.5432,4.6478,4.6993,4.7536,4.8958,4.9991,5.1552,5.1851,5.1825,5.3
WBGene00004427,rpl-15,5.0094,5.0394,5.0526,5.1019,5.2088,5.2717,5.3505,5.3687,5.2911,5.3952
WBGene00004428,rpl-16,5.0999,5.1313,5.1586,5.1864,5.2909,5.3413,5.4002,5.401,5.3477,5.4456
WBGene00004429,rpl-17,5.0922,5.1295,5.1399,5.2159,5.2549,5.3121,5.3826,5.4027,5.3218,5.4669
WBGene00004430,rpl-18,5.1148,5.1517,5.1591,5.206,5.2612,5.334,5.362,5.3892,5.311,5.4268
WBGene00004431,rpl-19,5.0769,5.1394,5.1789,5.252,5.2788,5.339,5.359,5.384,5.2985,5.4259
WBGene00004413,rpl-2,5.2315,5.2442,5.2349,5.2575,5.2836,5.3479,5.3686,5.3708,5.2856,5.4199
WBGene00004432,rpl-20,5.1233,5.1563,5.1905,5.2304,5.3403,5.3744,5.448,5.479,5.3877,5.5261
WBGene00004433,rpl-21,4.8897,4.9663,4.9843,5.0504,5.0976,5.192,5.2891,5.3052,5.2364,5.3685
WBGene00004434,rpl-22,4.6323,4.7661,4.818,4.9028,5.0624,5.1984,5.3249,5.3445,5.3027,5.4176
WBGene00004435,rpl-23,4.9885,5.0339,5.0593,5.0872,5.178,5.2532,5.2897,5.2913,5.2296,5.3713
WBGene00004436,rpl-24.1,5.1661,5.1933,5.1943,5.2618,5.2975,5.3484,5.3355,5.3902,5.3237,5.4481
WBGene00004437,rpl-24.2,4.9598,5.0316,4.9923,5.0057,5.058,5.1457,5.1916,5.1544,4.9729,4.9041
WBGene00004438,rpl-25.1,3.7164,4.4283,4.5031,4.6617,4.8747,5.047,5.2034,5.2277,5.1771,5.3061
WBGene00004439,rpl-25.2,5.2693,5.2298,5.2545,5.2812,5.3051,5.3173,5.3239,5.3661,5.3332,5.4327
WBGene00004440,rpl-26,5.0286,5.0424,5.083,5.1229,5.2173,5.3273,5.4341,5.4641,5.3714,5.5067
WBGene00004441,rpl-27,4.9421,4.9724,5.0029,5.0731,5.189,5.2758,5.338,5.3459,5.2925,5.4097
WBGene00004442,rpl-28,4.8976,4.9371,4.9698,5.0044,5.0985,5.1291,5.2414,5.2814,5.2503,5.4203
WBGene00004443,rpl-29,4.9759,4.9562,5.0395,5.0554,5.1461,5.2061,5.258,5.2943,5.2309,5.4076
WBGene00004414,rpl-3,4.9991,5.0782,5.0691,5.115,5.2141,5.2879,5.3498,5.3802,5.3281,5.4014
WBGene00004444,rpl-30,4.8683,4.8279,4.7875,4.7908,4.8609,4.9669,5.1757,5.2116,5.1888,5.3296
WBGene00004445,rpl-31,4.695,4.7773,4.8001,4.819,4.947,5.0698,5.2278,5.2718,5.1838,5.3537
WBGene00004446,rpl-32,4.9815,5.0332,5.0537,5.1209,5.1977,5.2572,5.3297,5.3256,5.2922,5.426
WBGene00004447,rpl-33,5.1975,5.1605,5.1936,5.2148,5.231,5.3041,5.3734,5.3981,5.3391,5.4443
WBGene00004448,rpl-34,4.6535,4.7431,4.7829,4.9068,5.0272,5.126,5.2539,5.2795,5.2375,5.3372
WBGene00004449,rpl-35,5.0296,5.0282,5.0681,5.1503,5.2419,5.3232,5.3985,5.42,5.3554,5.529
WBGene00004450,rpl-36,5.1127,5.1032,5.176,5.2301,5.303,5.3462,5.3676,5.3979,5.3284,5.429
WBGene00004451,rpl-37,4.974,4.9651,4.9857,5.0426,5.0783,5.1566,5.2464,5.2846,5.2419,5.3694
WBGene00004452,rpl-38,4.8539,4.8747,4.9138,4.9658,5.074,5.184,5.2429,5.2994,5.2408,5.4087
WBGene00004453,rpl-39,4.3246,4.4028,4.5279,4.5771,4.7637,4.8639,5.044,5.0959,5.1218,5.2728
WBGene00004415,rpl-4,5.2293,5.2474,5.2435,5.2622,5.2831,5.355,5.3791,5.4197,5.3485,5.4617
WBGene00004454,rpl-41,4.4189,4.5381,4.524,4.546,4.6935,4.774,5.0107,5.0772,5.095,5.265
WBGene00004455,rpl-42,0.66733,1.2048,1.0138,0.71686,0.40158,0.43874,0.43597,0.56716,1.0673,1.4511
WBGene00004456,rpl-43,4.9152,4.9715,5.0156,5.118,5.2301,5.2896,5.3171,5.3455,5.283,5.3892
WBGene00004416,rpl-5,5.1724,5.2203,5.1926,5.212,5.2413,5.3104,5.3547,5.377,5.2978,5.4201
WBGene00004417,rpl-6,5.0472,5.0834,5.1257,5.1379,5.2738,5.3192,5.3722,5.3811,5.3243,5.4345
WBGene00004418,rpl-7,5.0902,5.1206,5.1346,5.1442,5.2103,5.2763,5.3232,5.3378,5.2463,5.3694
WBGene00004419,rpl-7A,4.7042,4.9492,4.9619,4.9409,5.0959,5.1334,5.2073,5.243,5.1667,5.3473
WBGene00004420,rpl-9,4.9082,4.9526,5.0175,5.1328,5.2297,5.3075,5.3414,5.3679,5.3139,5.397
WBGene00004457,rpm-1,2.846,2.9514,2.4655,1.8884,1.7393,2.3402,3.7905,4.3355,4.4163,3.9472
WBGene00004458,rpn-1,3.5749,3.6452,2.9907,2.5691,2.8836,2.8435,2.5555,2.5372,2.7398,2.9923
WBGene00004466,rpn-10,5.2366,5.2223,5.1397,4.8973,4.7232,4.8414,4.8101,4.86,4.7005,4.9014
WBGene00004467,rpn-11,5.2538,5.2147,5.08,4.7859,4.7527,4.8423,4.64,4.6,4.4117,4.7235
WBGene00004468,rpn-12,5.3204,5.2838,5.2359,5.1181,5.0096,5.1186,5.0219,5.0053,4.8469,5.0573
WBGene00004459,rpn-2,4.7864,4.8708,4.6643,4.4565,4.3934,4.4803,4.3548,4.1613,4.0092,4.34
WBGene00004460,rpn-3,5.3383,5.2612,5.1542,5.0216,5.1001,5.135,5.0493,5.0042,4.8939,5.1114
WBGene00004461,rpn-5,4.8377,4.6967,4.2587,3.5314,3.8643,4.0939,4.0283,3.7179,3.413,4.1556
WBGene00004462,rpn-6,5.2395,5.2181,5.1292,4.9763,4.952,5.121,5.0178,4.9306,4.8247,4.8774
WBGene00004463,rpn-7,5.224,5.0949,4.9006,4.5281,4.6719,4.7347,4.6192,4.5445,4.3941,4.7213
WBGene00004464,rpn-8,5.1145,4.9362,4.7155,4.5071,4.4152,4.5609,4.6376,4.6034,4.2275,4.6833
WBGene00004465,rpn-9,5.3726,5.2723,5.2121,5.0976,5.0548,5.1421,4.988,4.9156,4.7584,5.0043
WBGene00004469,rps-0,5.1193,5.1771,5.1847,5.2028,5.293,5.3501,5.364,5.4081,5.3292,5.4302
WBGene00004470,rps-1,5.1059,5.1329,5.1316,5.1502,5.2521,5.3222,5.3779,5.4012,5.3236,5.4753
WBGene00004479,rps-10,5.1203,5.131,5.1646,5.2011,5.247,5.3219,5.3674,5.3957,5.3334,5.4618
WBGene00004480,rps-11,4.8913,4.9904,5.0012,5.0643,5.1844,5.2632,5.3389,5.373,5.2939,5.4171
WBGene00004481,rps-12,5.3714,5.315,5.3423,5.3453,5.426,5.4575,5.4341,5.4415,5.4012,5.5261
WBGene00004482,rps-13,4.8088,4.9821,5.0317,5.122,5.1966,5.3041,5.311,5.3568,5.2509,5.4014
WBGene00004483,rps-14,5.0546,5.0758,5.1057,5.1673,5.2533,5.2908,5.3495,5.3821,5.3097,5.4436
WBGene00004484,rps-15,5.0759,5.0755,5.1107,5.1662,5.2656,5.33,5.4002,5.4197,5.3614,5.4747
WBGene00004485,rps-16,5.0179,5.1384,5.1953,5.3137,5.387,5.4163,5.4273,5.4408,5.3629,5.4948
WBGene00004486,rps-17,4.5818,4.6829,4.6901,4.6463,4.8693,4.9448,5.1136,5.1616,5.148,5.302
WBGene00004487,rps-18,4.7869,4.9003,4.9208,4.9727,5.0988,5.1879,5.2836,5.3019,5.2429,5.3851
WBGene00004488,rps-19,4.763,4.8377,4.8589,4.9519,5.0953,5.1733,5.2815,5.3168,5.2711,5.375
WBGene00004471,rps-2,5.361,5.3475,5.3248,5.3521,5.3408,5.372,5.4108,5.447,5.3622,5.5361
WBGene00004489,rps-20,4.9758,5.0052,5.023,5.0489,5.1973,5.1985,5.339,5.3668,5.2956,5.495
WBGene00004490,rps-21,4.696,4.6879,4.7524,4.8528,5.0218,5.1152,5.2774,5.3254,5.28,5.4399
WBGene00004491,rps-22,4.55,4.7076,4.7353,4.8228,4.9262,5.0702,5.2189,5.2493,5.2153,5.3365
WBGene00004492,rps-23,4.9423,5.0411,5.008,5.0107,5.1775,5.2163,5.3346,5.3854,5.3017,5.4913
WBGene00004493,rps-24,5.2783,5.2692,5.2744,5.3076,5.3398,5.3767,5.3872,5.4103,5.3475,5.4606
WBGene00004494,rps-25,5.3258,5.2835,5.3517,5.381,5.429,5.5055,5.5276,5.5227,5.444,5.5301
WBGene00004495,rps-26,5.0992,5.0999,5.0969,5.1635,5.241,5.3139,5.4006,5.4249,5.3484,5.5297
WBGene00004496,rps-27,4.8372,4.921,4.9793,5.1174,5.2352,5.305,5.3669,5.3926,5.3155,5.4355
WBGene00004497,rps-28,4.4064,4.4874,4.5424,4.6325,4.8015,4.9253,5.0733,5.1157,5.0701,5.2499
WBGene00004498,rps-29,5.0415,5.028,5.079,5.1277,5.2021,5.2513,5.2789,5.3198,5.2404,5.3682
WBGene00004472,rps-3,5.1897,5.169,5.2111,5.2013,5.2442,5.2989,5.3264,5.3392,5.2736,5.4056
WBGene00004499,rps-30,4.8744,4.9407,4.9549,5.0534,5.1697,5.2401,5.26,5.34,5.2682,5.4172
WBGene00004473,rps-4,4.7677,4.8841,4.8909,4.886,5.0574,5.1103,5.2385,5.295,5.2349,5.3886
WBGene00004474,rps-5,4.9405,4.9821,4.9877,5.0604,5.11,5.2008,5.2905,5.3149,5.2693,5.4186
WBGene00004475,rps-6,4.735,4.8543,4.8239,4.8152,4.9571,5.0925,5.2583,5.2879,5.2461,5.3768
WBGene00004476,rps-7,4.9458,5.0003,4.9979,5.0435,5.1594,5.2636,5.3262,5.3733,5.3059,5.4701
WBGene00004477,rps-8,5.1173,5.1232,5.1714,5.1912,5.2856,5.3442,5.3698,5.4032,5.3748,5.4953
WBGene00004478,rps-9,4.8762,4.9377,4.9538,4.9628,5.1397,5.2365,5.3044,5.3402,5.2832,5.458
WBGene00004501,rpt-1,5.1843,5.0889,4.8898,4.5572,4.5697,4.5945,4.5489,4.4622,4.3117,4.5946
WBGene00004502,rpt-2,5.4062,5.317,5.2811,5.1339,5.0472,5.0965,4.961,4.9648,4.8597,5.1819
WBGene00004503,rpt-3,5.3859,5.3161,5.2566,5.1139,5.1464,5.2273,5.0627,5.0224,4.8815,5.147
WBGene00004504,rpt-4,5.176,5.1384,5.0038,4.8003,4.6996,4.7966,4.6935,4.6853,4.471,4.7343
WBGene00004505,rpt-5,5.2844,5.2075,5.1022,4.974,4.8314,4.9168,4.7698,4.6939,4.5683,4.8948
WBGene00004506,rpt-6,4.3583,4.1393,3.8513,3.4327,3.7297,4.1712,3.9774,3.882,3.5081,3.7344
WBGene00004507,rpy-1,1.0185,1.3124,0.94554,0.66098,0.7034,1.9148,2.1217,2.0969,2.7098,3.8082
WBGene00007617,rrbs-1,5.0012,5.0244,4.9549,4.9079,4.9774,5.059,5.1338,5.1331,4.8605,4.8822
WBGene00009800,rrc-1,2.6935,2.9771,2.2257,1.6467,1.9206,1.9452,3.8318,4.4826,4.6986,4.2698
WBGene00004508,rrf-1,4.7632,4.9602,4.8132,4.6927,4.6507,4.6659,4.6397,4.5874,4.4065,4.2885
WBGene00004509,rrf-2,3.1287,3.6809,3.1814,3.1362,3.3233,3.4243,3.8829,4.0509,3.5654,3.8393
WBGene00004510,rrf-3,4.9816,4.8239,4.4579,4.5644,4.8325,5.0192,4.9373,4.889,4.7091,4.8381
WBGene00004679,rrt-1,5.2587,5.2525,5.1762,5.0857,4.8309,5.044,4.9529,4.9569,4.7877,5.0728
WBGene00004680,rrt-2,4.9442,4.8386,4.5804,4.2474,4.2513,4.211,3.9353,3.8572,3.4779,3.9752
WBGene00007710,rsa-1,4.7454,4.8523,4.6788,3.8154,3.6312,4.0745,3.7589,3.1275,2.7839,2.813
WBGene00012972,rsa-2,5.0161,5.057,4.6874,4.6186,4.769,5.0306,4.9078,4.7463,4.0709,4.4102
WBGene00011531,rsbp-1,0.97639,1.8101,1.1588,1.7211,2.6635,3.1266,3.675,3.6867,3.6197,3.5036
WBGene00004681,rsd-2,2.6924,3.0624,2.7106,2.3551,2.346,2.2538,2.2374,2.0293,1.9647,2.0389
WBGene00004682,rsd-3,4.5208,4.6148,4.3771,4.4319,4.4825,4.5224,4.5552,4.6876,4.7398,4.3537
WBGene00004684,rsd-6,4.6728,4.859,4.6504,4.4819,4.3439,4.5584,4.6082,4.515,4.266,4.1123
WBGene00010096,rskd-1,4.9142,4.9115,4.3757,3.8103,4.1095,4.356,4.5077,4.5585,4.4501,4.2904
WBGene00011352,rskn-1,4.0014,3.4696,2.7207,2.3163,2.2844,2.1706,2.1406,1.8272,2.2257,3.4362
WBGene00008311,rskn-2,1.6845,1.7144,1.3875,0.54578,1.0507,1.31,2.0063,2.3621,2.7168,3.8594
WBGene00012929,rsks-1,1.1482,3.0493,3.0213,2.9932,3.1076,3.1576,3.3329,3.3357,3.0588,3.203
WBGene00004698,rsp-1,5.0715,5.1823,5.2205,5.167,5.2436,5.2204,5.0569,4.9943,4.7528,4.5445
WBGene00004699,rsp-2,5.2544,5.2803,5.2935,5.2953,5.2833,5.315,5.2273,5.1793,5.0663,4.934
WBGene00004700,rsp-3,5.3315,5.3395,5.3196,5.3733,5.3625,5.3353,5.271,5.2425,5.0283,5.0915
WBGene00004701,rsp-4,5.2138,5.2186,5.21,5.2037,5.2297,5.2703,5.0997,4.9849,4.6737,4.5597
WBGene00004702,rsp-5,4.8192,4.9606,4.8837,4.6206,4.1799,4.319,4.4008,4.2082,3.8204,3.939
WBGene00004703,rsp-6,5.2574,5.2655,5.2938,5.2831,5.3552,5.343,5.2286,5.1808,4.894,4.7429
WBGene00004704,rsp-7,4.4363,4.7332,4.5649,4.4259,4.4137,4.3956,4.3984,4.2188,3.6025,3.9345
WBGene00004705,rsp-8,4.7821,4.9047,4.894,4.8844,4.8476,4.792,4.6195,4.6062,4.0573,4.2478
WBGene00004706,rsr-1,4.2688,4.6028,4.4449,4.4294,4.0718,3.9853,3.8777,3.7262,3.4902,3.7665
WBGene00013260,rsr-2,2.3266,2.8575,2.5182,2.2265,2.2921,2.4808,2.2205,1.8564,1.5672,1.4553
WBGene00013177,rsy-1,1.4913,2.2818,1.9517,1.9372,2.2927,2.6099,2.7279,2.4879,2.3514,2.2161
WBGene00009124,rtel-1,4.0481,3.5761,2.8864,2.7386,3.2348,3.4093,3.3513,3.2284,2.9727,3.0023
WBGene00007784,ruvb-1,4.6325,4.7279,4.5486,4.4071,4.3351,4.5847,4.5326,4.4177,3.8076,4.2325
WBGene00020687,ruvb-2,5.0892,5.0526,4.9297,4.7829,4.923,5.0478,4.9357,4.8256,4.3822,4.7109
WBGene00009264,sac-1,4.7351,4.5587,4.3858,4.2708,4.5641,4.7099,4.8096,4.7958,4.6366,4.4187
WBGene00004719,sad-1,0.63989,1.0721,1.0959,0.81288,0.85584,0.98182,1.839,2.9928,3.5701,3.324
WBGene00019666,sago-1,3.2515,3.5199,3.1862,3.1957,3.4616,3.7325,3.5186,3.4653,3.4083,3.1495
WBGene00008205,sams-1,4.0842,4.4054,4.284,4.011,3.8114,4.3281,5.1595,5.0109,4.5378,5.2931
WBGene00015538,sams-3,5.1411,5.1773,5.1594,5.0446,4.7094,4.6364,4.761,4.7472,4.7423,4.9411
WBGene00015540,sams-4,5.0911,4.9624,4.8467,4.6797,4.6815,4.8702,5.0612,4.9596,4.7579,4.7507
WBGene00006416,sams-5,2.133,3.6984,4.1273,4.4437,4.737,5.0007,5.1979,5.0912,4.5489,2.9151
WBGene00004721,san-1,5.2363,5.2322,5.1797,5.1006,5.0813,5.1772,4.8376,4.7398,4.3935,4.4568
WBGene00018321,sand-1,5.0461,4.9324,4.6588,4.2834,4.4106,4.5623,4.6226,4.5252,4.2132,4.0753
WBGene00044076,sap-1,5.1741,5.2053,5.1418,4.8742,5.0204,5.156,5.0275,4.9841,4.7267,4.7513
WBGene00004723,sap-49,4.5722,4.7226,4.5871,4.0153,4.0325,4.4051,4.5173,4.178,3.7717,3.9761
WBGene00008166,saps-1,3.4937,3.8782,3.4575,3.361,3.434,3.8606,3.3546,3.0666,3.0141,2.9376
WBGene00022678,sar-1,4.8314,4.6203,4.4039,3.6943,3.6742,4.2282,4.5717,4.4884,4.3914,4.2826
WBGene00004726,sas-4,3.847,4.1775,3.7575,3.6798,4.1586,4.4976,4.3049,4.1763,3.8551,3.6025
WBGene00009385,sas-5,5.0072,5.0929,5.0283,4.8688,4.9242,5.0448,4.8923,4.6325,3.914,4.2289
WBGene00012888,sas-6,5.1362,5.1691,5.1212,4.9987,4.832,4.9179,4.7296,4.4814,3.673,4.1797
WBGene00020427,sav-1,4.4238,4.656,4.5693,4.5386,4.7099,4.8428,4.7026,4.7928,4.6003,4.0532
WBGene00004727,sax-1,4.5601,4.5536,4.3608,4.0191,4.3091,4.5795,4.84,4.8219,4.8031,4.4027
WBGene00004728,sax-2,4.4797,4.7502,4.4745,3.8751,3.78,4.2586,4.4245,4.3653,4.2395,4.0256
